node_id,journal_name
journal_Colorectal disease : the official journal of the Association of Coloproctology of Great Britain and Ireland,Colorectal disease : the official journal of the Association of Coloproctology of Great Britain and Ireland
journal_Current protocols,Current protocols
journal_Journal of biological engineering,Journal of biological engineering
journal_JPMA. The Journal of the Pakistan Medical Association,JPMA. The Journal of the Pakistan Medical Association
journal_ACS ES&T air,ACS ES&T air
journal_Journal of the International Society of Sports Nutrition,Journal of the International Society of Sports Nutrition
journal_Journal of insect science (Online),Journal of insect science (Online)
journal_Acta medica academica,Acta medica academica
journal_Research and practice in thrombosis and haemostasis,Research and practice in thrombosis and haemostasis
journal_Brain sciences,Brain sciences
"journal_Nucleosides, nucleotides & nucleic acids","Nucleosides, nucleotides & nucleic acids"
journal_Prostate cancer and prostatic diseases,Prostate cancer and prostatic diseases
journal_American journal of ophthalmology,American journal of ophthalmology
journal_Current research in translational medicine,Current research in translational medicine
journal_Clinics and practice,Clinics and practice
journal_Journal of materials chemistry. B,Journal of materials chemistry. B
journal_ACS bio & med chem Au,ACS bio & med chem Au
journal_Annals of clinical epidemiology,Annals of clinical epidemiology
journal_ASAIO journal (American Society for Artificial Internal Organs : 1992),ASAIO journal (American Society for Artificial Internal Organs : 1992)
journal_Dermatology online journal,Dermatology online journal
journal_Clinics in perinatology,Clinics in perinatology
journal_Critical care science,Critical care science
journal_Tetrahedron,Tetrahedron
journal_Clinics in orthopedic surgery,Clinics in orthopedic surgery
journal_Journal of the Association of Medical Microbiology and Infectious Disease Canada = Journal officiel de l'Association pour la microbiologie medicale et l'infectiologie Canada,Journal of the Association of Medical Microbiology and Infectious Disease Canada = Journal officiel de l'Association pour la microbiologie medicale et l'infectiologie Canada
journal_Veterinary medicine and science,Veterinary medicine and science
journal_Saudi journal of ophthalmology : official journal of the Saudi Ophthalmological Society,Saudi journal of ophthalmology : official journal of the Saudi Ophthalmological Society
journal_Cognitive therapy and research,Cognitive therapy and research
journal_Science bulletin,Science bulletin
journal_Complex psychiatry,Complex psychiatry
journal_Bioorganic & medicinal chemistry,Bioorganic & medicinal chemistry
journal_Molecular psychiatry,Molecular psychiatry
journal_Histology and histopathology,Histology and histopathology
journal_Molecular therapy. Methods & clinical development,Molecular therapy. Methods & clinical development
journal_3 Biotech,3 Biotech
journal_Journal of magnetic resonance open,Journal of magnetic resonance open
journal_Journal of controlled release : official journal of the Controlled Release Society,Journal of controlled release : official journal of the Controlled Release Society
journal_Cell metabolism,Cell metabolism
journal_Advanced biomedical research,Advanced biomedical research
journal_Vaccine,Vaccine
journal_Journal of biotechnology,Journal of biotechnology
journal_Annals of maxillofacial surgery,Annals of maxillofacial surgery
journal_Research in diagnostic and interventional imaging,Research in diagnostic and interventional imaging
journal_AANA journal,AANA journal
journal_SAGE open nursing,SAGE open nursing
journal_Journal of optical microsystems,Journal of optical microsystems
journal_Issues in mental health nursing,Issues in mental health nursing
journal_Letters in applied microbiology,Letters in applied microbiology
journal_JAC-antimicrobial resistance,JAC-antimicrobial resistance
journal_Biomaterials,Biomaterials
journal_Autophagy reports,Autophagy reports
journal_Seminars in pediatric surgery,Seminars in pediatric surgery
journal_GMS hygiene and infection control,GMS hygiene and infection control
"journal_Aquatic toxicology (Amsterdam, Netherlands)","Aquatic toxicology (Amsterdam, Netherlands)"
journal_Odontology,Odontology
journal_Cell stem cell,Cell stem cell
journal_Chronic diseases and translational medicine,Chronic diseases and translational medicine
journal_Developmental cell,Developmental cell
journal_Vestnik oftalmologii,Vestnik oftalmologii
journal_Perspectives of the ASHA special interest groups,Perspectives of the ASHA special interest groups
journal_iMeta,iMeta
journal_The journal of obstetrics and gynaecology research,The journal of obstetrics and gynaecology research
journal_World journal of oncology,World journal of oncology
journal_Acta biochimica Polonica,Acta biochimica Polonica
journal_International journal of antimicrobial agents,International journal of antimicrobial agents
journal_Critical care and resuscitation : journal of the Australasian Academy of Critical Care Medicine,Critical care and resuscitation : journal of the Australasian Academy of Critical Care Medicine
journal_Human mutation,Human mutation
journal_Current developments in nutrition,Current developments in nutrition
journal_Medizinische Genetik : Mitteilungsblatt des Berufsverbandes Medizinische Genetik e.V,Medizinische Genetik : Mitteilungsblatt des Berufsverbandes Medizinische Genetik e.V
journal_The CRISPR journal,The CRISPR journal
journal_Journal of inherited metabolic disease,Journal of inherited metabolic disease
journal_The neuroradiology journal,The neuroradiology journal
journal_The International journal of biological markers,The International journal of biological markers
journal_Journal of chromatography. A,Journal of chromatography. A
journal_Critical reviews in food science and nutrition,Critical reviews in food science and nutrition
journal_Discover mental health,Discover mental health
journal_Cell journal,Cell journal
journal_Applied biochemistry and biotechnology,Applied biochemistry and biotechnology
journal_Chemical reviews,Chemical reviews
"journal_Digestive diseases (Basel, Switzerland)","Digestive diseases (Basel, Switzerland)"
journal_Bioinformatics advances,Bioinformatics advances
journal_The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry
journal_Open heart,Open heart
journal_Molecular biology and evolution,Molecular biology and evolution
journal_Expert review of medical devices,Expert review of medical devices
journal_European journal of immunology,European journal of immunology
journal_European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V
journal_Journal of reproductive immunology,Journal of reproductive immunology
journal_Archives of rheumatology,Archives of rheumatology
journal_Nature immunology,Nature immunology
journal_microLife,microLife
journal_European journal of pharmacology,European journal of pharmacology
journal_Autonomic neuroscience : basic & clinical,Autonomic neuroscience : basic & clinical
journal_Journal of clinical orthopaedics and trauma,Journal of clinical orthopaedics and trauma
journal_Journal of the Canadian Association of Gastroenterology,Journal of the Canadian Association of Gastroenterology
journal_Free radical biology & medicine,Free radical biology & medicine
journal_Journal of food allergy,Journal of food allergy
journal_The Journal of dairy research,The Journal of dairy research
journal_The New England journal of medicine,The New England journal of medicine
journal_Nutritional neuroscience,Nutritional neuroscience
journal_Biochimica et biophysica acta. Reviews on cancer,Biochimica et biophysica acta. Reviews on cancer
"journal_Psychiatry, psychology, and law : an interdisciplinary journal of the Australian and New Zealand Association of Psychiatry, Psychology and Law","Psychiatry, psychology, and law : an interdisciplinary journal of the Australian and New Zealand Association of Psychiatry, Psychology and Law"
journal_The American journal of hospice & palliative care,The American journal of hospice & palliative care
journal_Toxicology in vitro : an international journal published in association with BIBRA,Toxicology in vitro : an international journal published in association with BIBRA
journal_Journal of intensive medicine,Journal of intensive medicine
journal_Nature physics,Nature physics
journal_BMC research notes,BMC research notes
journal_Preparative biochemistry & biotechnology,Preparative biochemistry & biotechnology
"journal_Experimental biology and medicine (Maywood, N.J.)","Experimental biology and medicine (Maywood, N.J.)"
"journal_Occupational medicine (Oxford, England)","Occupational medicine (Oxford, England)"
journal_Theriogenology,Theriogenology
journal_Indian journal of sexually transmitted diseases and AIDS,Indian journal of sexually transmitted diseases and AIDS
journal_Journal of interventional medicine,Journal of interventional medicine
journal_Genome biology,Genome biology
"journal_Biophysicist (Rockville, Md.)","Biophysicist (Rockville, Md.)"
journal_European journal of medical genetics,European journal of medical genetics
journal_Annals of burns and fire disasters,Annals of burns and fire disasters
journal_Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery
"journal_Advances in pharmacology (San Diego, Calif.)","Advances in pharmacology (San Diego, Calif.)"
journal_Revista cientifica odontologica (Universidad Cientifica del Sur),Revista cientifica odontologica (Universidad Cientifica del Sur)
journal_Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery,Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery
journal_Clinical lung cancer,Clinical lung cancer
journal_Trends in genetics : TIG,Trends in genetics : TIG
journal_Plant communications,Plant communications
journal_Sleep medicine,Sleep medicine
journal_Journal of generic medicines,Journal of generic medicines
journal_Brazilian journal of biology = Revista brasleira de biologia,Brazilian journal of biology = Revista brasleira de biologia
journal_European respiratory review : an official journal of the European Respiratory Society,European respiratory review : an official journal of the European Respiratory Society
journal_Journal of medical primatology,Journal of medical primatology
journal_Wounds : a compendium of clinical research and practice,Wounds : a compendium of clinical research and practice
journal_National journal of maxillofacial surgery,National journal of maxillofacial surgery
journal_Gates open research,Gates open research
journal_The protein journal,The protein journal
journal_RSC medicinal chemistry,RSC medicinal chemistry
journal_The American journal of clinical nutrition,The American journal of clinical nutrition
journal_Arthroscopy techniques,Arthroscopy techniques
journal_Food science and biotechnology,Food science and biotechnology
journal_Seminars in cancer biology,Seminars in cancer biology
journal_Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association,Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association
journal_AIChE journal. American Institute of Chemical Engineers,AIChE journal. American Institute of Chemical Engineers
journal_World journal of gastrointestinal surgery,World journal of gastrointestinal surgery
journal_Immunological reviews,Immunological reviews
journal_The Journal of school health,The Journal of school health
"journal_Cytoskeleton (Hoboken, N.J.)","Cytoskeleton (Hoboken, N.J.)"
journal_mSphere,mSphere
journal_The British journal of cardiology,The British journal of cardiology
journal_South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde
journal_Turkish journal of physical medicine and rehabilitation,Turkish journal of physical medicine and rehabilitation
journal_Turkish archives of otorhinolaryngology,Turkish archives of otorhinolaryngology
journal_International journal of yoga,International journal of yoga
journal_Cell death and differentiation,Cell death and differentiation
journal_Journal of materials chemistry. C,Journal of materials chemistry. C
journal_Research in health services & regions,Research in health services & regions
journal_International journal of epidemiology,International journal of epidemiology
journal_Chemistry of materials : a publication of the American Chemical Society,Chemistry of materials : a publication of the American Chemical Society
journal_Molecular systems biology,Molecular systems biology
journal_Journal of the Academy of Nutrition and Dietetics,Journal of the Academy of Nutrition and Dietetics
"journal_Lung cancer (Amsterdam, Netherlands)","Lung cancer (Amsterdam, Netherlands)"
journal_Journal of physical therapy science,Journal of physical therapy science
journal_Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association
journal_Journal of scleroderma and related disorders,Journal of scleroderma and related disorders
journal_Problemy radiatsiinoi medytsyny ta radiobiolohii,Problemy radiatsiinoi medytsyny ta radiobiolohii
journal_Journal of computer-aided molecular design,Journal of computer-aided molecular design
journal_Journal of community psychology,Journal of community psychology
journal_Journal of toxicology and environmental health. Part A,Journal of toxicology and environmental health. Part A
journal_Creativity research journal,Creativity research journal
journal_Communications psychology,Communications psychology
journal_Bulletin of mathematical biology,Bulletin of mathematical biology
"journal_Journal of photochemistry and photobiology. B, Biology","Journal of photochemistry and photobiology. B, Biology"
journal_Molecular cancer,Molecular cancer
journal_Cancer treatment and research,Cancer treatment and research
journal_The Canadian journal of cardiology,The Canadian journal of cardiology
journal_Journal of the American Society of Cytopathology,Journal of the American Society of Cytopathology
journal_Genetics in medicine open,Genetics in medicine open
journal_The lancet. Gastroenterology & hepatology,The lancet. Gastroenterology & hepatology
journal_Personality & social psychology bulletin,Personality & social psychology bulletin
journal_Translational lung cancer research,Translational lung cancer research
journal_International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases
journal_Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery,Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery
journal_Peptides,Peptides
journal_Arquivos de neuro-psiquiatria,Arquivos de neuro-psiquiatria
journal_Archives animal breeding,Archives animal breeding
journal_JPGN reports,JPGN reports
journal_Biochimica et biophysica acta. Molecular cell research,Biochimica et biophysica acta. Molecular cell research
journal_Epigenetics insights,Epigenetics insights
journal_American journal of physiology. Cell physiology,American journal of physiology. Cell physiology
"journal_Phenomics (Cham, Switzerland)","Phenomics (Cham, Switzerland)"
journal_Osteoarthritis and cartilage open,Osteoarthritis and cartilage open
"journal_Medical hypothesis, discovery & innovation ophthalmology journal","Medical hypothesis, discovery & innovation ophthalmology journal"
journal_Prehospital and disaster medicine,Prehospital and disaster medicine
"journal_Journal of emergencies, trauma, and shock","Journal of emergencies, trauma, and shock"
"journal_Indian journal of nuclear medicine : IJNM : the official journal of the Society of Nuclear Medicine, India","Indian journal of nuclear medicine : IJNM : the official journal of the Society of Nuclear Medicine, India"
journal_The Kaohsiung journal of medical sciences,The Kaohsiung journal of medical sciences
journal_Journal of nanobiotechnology,Journal of nanobiotechnology
journal_ACS organic & inorganic Au,ACS organic & inorganic Au
journal_Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control
journal_The journal of physical chemistry. A,The journal of physical chemistry. A
journal_Hormone molecular biology and clinical investigation,Hormone molecular biology and clinical investigation
journal_Frontiers in drug safety and regulation,Frontiers in drug safety and regulation
journal_Nature reviews bioengineering,Nature reviews bioengineering
journal_Mechanisms of ageing and development,Mechanisms of ageing and development
journal_Food & nutrition research,Food & nutrition research
journal_The American journal of case reports,The American journal of case reports
journal_Current opinion in oncology,Current opinion in oncology
journal_Archives of oral biology,Archives of oral biology
"journal_Military psychology : the official journal of the Division of Military Psychology, American Psychological Association","Military psychology : the official journal of the Division of Military Psychology, American Psychological Association"
journal_Annals of the Child Neurology Society,Annals of the Child Neurology Society
journal_Bio-design and manufacturing,Bio-design and manufacturing
journal_Cancer pathogenesis and therapy,Cancer pathogenesis and therapy
journal_Human molecular genetics,Human molecular genetics
journal_Journal of molecular recognition : JMR,Journal of molecular recognition : JMR
journal_OTO open,OTO open
journal_The Biological bulletin,The Biological bulletin
journal_Trends in microbiology,Trends in microbiology
journal_Bioengineering & translational medicine,Bioengineering & translational medicine
journal_EMBO molecular medicine,EMBO molecular medicine
journal_Annals of surgery,Annals of surgery
journal_Food chemistry: X,Food chemistry: X
journal_Interface focus,Interface focus
journal_Dermatology reports,Dermatology reports
journal_JMIR research protocols,JMIR research protocols
journal_The Laryngoscope,The Laryngoscope
journal_Journal of Cancer,Journal of Cancer
journal_Neural regeneration research,Neural regeneration research
"journal_Diseases (Basel, Switzerland)","Diseases (Basel, Switzerland)"
journal_Molecular and clinical oncology,Molecular and clinical oncology
journal_Nature reviews. Microbiology,Nature reviews. Microbiology
journal_JMA journal,JMA journal
journal_IEEE transactions on medical robotics and bionics,IEEE transactions on medical robotics and bionics
journal_Nature materials,Nature materials
journal_Journal of vitreoretinal diseases,Journal of vitreoretinal diseases
journal_Biomedical microdevices,Biomedical microdevices
journal_Infectious diseases & clinical microbiology,Infectious diseases & clinical microbiology
journal_Metabolites,Metabolites
journal_Veterinary research forum : an international quarterly journal,Veterinary research forum : an international quarterly journal
journal_BMC complementary and alternative medicine,BMC complementary and alternative medicine
journal_European urology open science,European urology open science
journal_Blood,Blood
journal_Biotechnology and bioengineering,Biotechnology and bioengineering
journal_Indian journal of dental research : official publication of Indian Society for Dental Research,Indian journal of dental research : official publication of Indian Society for Dental Research
journal_Gastroenterology research and practice,Gastroenterology research and practice
journal_Annual review of cancer biology,Annual review of cancer biology
journal_Clinical and translational medicine,Clinical and translational medicine
journal_Ophthalmology,Ophthalmology
"journal_Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)","Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)"
journal_IEEE open journal of engineering in medicine and biology,IEEE open journal of engineering in medicine and biology
journal_Journal of drug targeting,Journal of drug targeting
journal_Journal of clinical microbiology,Journal of clinical microbiology
journal_Gynecologic oncology,Gynecologic oncology
journal_Maedica,Maedica
journal_Zoonoses and public health,Zoonoses and public health
journal_Genetics in medicine : official journal of the American College of Medical Genetics,Genetics in medicine : official journal of the American College of Medical Genetics
journal_Extremophiles : life under extreme conditions,Extremophiles : life under extreme conditions
"journal_Behavioral sciences (Basel, Switzerland)","Behavioral sciences (Basel, Switzerland)"
"journal_Animal welfare (South Mimms, England)","Animal welfare (South Mimms, England)"
journal_Journal of orthopaedics,Journal of orthopaedics
journal_Problemy endokrinologii,Problemy endokrinologii
journal_Nature microbiology,Nature microbiology
journal_Genome integrity,Genome integrity
journal_Fish & shellfish immunology,Fish & shellfish immunology
journal_Clinical & experimental ophthalmology,Clinical & experimental ophthalmology
"journal_Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology","Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology"
journal_Oncology research and treatment,Oncology research and treatment
journal_Translational medicine @ UniSa,Translational medicine @ UniSa
journal_Experimental physiology,Experimental physiology
journal_Bioanalysis,Bioanalysis
journal_Value in health regional issues,Value in health regional issues
journal_Journal of comparative pathology,Journal of comparative pathology
journal_Case reports in medicine,Case reports in medicine
"journal_Journal of mental health (Abingdon, England)","Journal of mental health (Abingdon, England)"
journal_Annals of blood,Annals of blood
"journal_Experimental and clinical endocrinology & diabetes : official journal, German Society of Endocrinology [and] German Diabetes Association","Experimental and clinical endocrinology & diabetes : official journal, German Society of Endocrinology [and] German Diabetes Association"
journal_Molecular pharmaceutics,Molecular pharmaceutics
journal_Geriatrics & gerontology international,Geriatrics & gerontology international
journal_Journal of cancer research and clinical oncology,Journal of cancer research and clinical oncology
journal_Beilstein journal of organic chemistry,Beilstein journal of organic chemistry
journal_Arab journal of gastroenterology : the official publication of the Pan-Arab Association of Gastroenterology,Arab journal of gastroenterology : the official publication of the Pan-Arab Association of Gastroenterology
journal_Germs,Germs
journal_Fractal and fractional,Fractal and fractional
journal_Transactions (Institute of British Geographers : 1965),Transactions (Institute of British Geographers : 1965)
"journal_Med (New York, N.Y.)","Med (New York, N.Y.)"
journal_Journal of epidemiology and global health,Journal of epidemiology and global health
journal_Virchows Archiv : an international journal of pathology,Virchows Archiv : an international journal of pathology
journal_Nature structural & molecular biology,Nature structural & molecular biology
journal_Sultan Qaboos University medical journal,Sultan Qaboos University medical journal
journal_The Journal of dermatological treatment,The Journal of dermatological treatment
journal_The Medical clinics of North America,The Medical clinics of North America
journal_The oncologist,The oncologist
"journal_Aorta (Stamford, Conn.)","Aorta (Stamford, Conn.)"
journal_International journal of critical illness and injury science,International journal of critical illness and injury science
journal_Machine learning,Machine learning
journal_International journal of urology : official journal of the Japanese Urological Association,International journal of urology : official journal of the Japanese Urological Association
journal_Journal of cardiology cases,Journal of cardiology cases
journal_Archives of academic emergency medicine,Archives of academic emergency medicine
journal_Water science and technology : a journal of the International Association on Water Pollution Research,Water science and technology : a journal of the International Association on Water Pollution Research
journal_EcoSal Plus,EcoSal Plus
journal_The American journal of pathology,The American journal of pathology
journal_The British journal of nutrition,The British journal of nutrition
journal_Biotechnology for biofuels and bioproducts,Biotechnology for biofuels and bioproducts
journal_South Dakota medicine : the journal of the South Dakota State Medical Association,South Dakota medicine : the journal of the South Dakota State Medical Association
journal_Pakistan journal of pharmaceutical sciences,Pakistan journal of pharmaceutical sciences
journal_Endocrine,Endocrine
journal_Biointerphases,Biointerphases
journal_Diabetologia,Diabetologia
journal_Glycoconjugate journal,Glycoconjugate journal
journal_Journal of orthopaedic surgery and research,Journal of orthopaedic surgery and research
journal_Journal of medicine and life,Journal of medicine and life
journal_Journal of extracellular biology,Journal of extracellular biology
journal_Hearing research,Hearing research
journal_Upsala journal of medical sciences,Upsala journal of medical sciences
journal_Current research in food science,Current research in food science
journal_Plastic and reconstructive surgery,Plastic and reconstructive surgery
"journal_Journal of plastic, reconstructive & aesthetic surgery : JPRAS","Journal of plastic, reconstructive & aesthetic surgery : JPRAS"
journal_Journal of bacteriology,Journal of bacteriology
journal_Clinical cardiology,Clinical cardiology
journal_Clinical cancer research : an official journal of the American Association for Cancer Research,Clinical cancer research : an official journal of the American Association for Cancer Research
journal_Evolutionary ecology,Evolutionary ecology
journal_The FEBS journal,The FEBS journal
journal_Biochemia medica,Biochemia medica
journal_Journal of exotic pet medicine,Journal of exotic pet medicine
"journal_Children (Basel, Switzerland)","Children (Basel, Switzerland)"
journal_Journal of immunology research,Journal of immunology research
journal_Meat science,Meat science
journal_Journal of child and family studies,Journal of child and family studies
journal_American journal of perinatology,American journal of perinatology
journal_Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences,Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences
journal_Ui sahak,Ui sahak
journal_Journal of nephrology,Journal of nephrology
journal_Journal of applied genetics,Journal of applied genetics
journal_Nature cell biology,Nature cell biology
journal_Biotechnology and applied biochemistry,Biotechnology and applied biochemistry
journal_Materials advances,Materials advances
journal_Virologica Sinica,Virologica Sinica
journal_EBioMedicine,EBioMedicine
journal_Zentralblatt fur Chirurgie,Zentralblatt fur Chirurgie
journal_Journal of current ophthalmology,Journal of current ophthalmology
journal_Drug metabolism and pharmacokinetics,Drug metabolism and pharmacokinetics
journal_Arthritis research & therapy,Arthritis research & therapy
journal_Congenital anomalies,Congenital anomalies
journal_Thoracic cancer,Thoracic cancer
journal_The Yale journal of biology and medicine,The Yale journal of biology and medicine
journal_Journal of the Egyptian National Cancer Institute,Journal of the Egyptian National Cancer Institute
"journal_Endocrinology, diabetes & metabolism","Endocrinology, diabetes & metabolism"
journal_Expert opinion on therapeutic patents,Expert opinion on therapeutic patents
journal_European journal of epidemiology,European journal of epidemiology
journal_Iranian journal of biotechnology,Iranian journal of biotechnology
journal_Ulusal travma ve acil cerrahi dergisi = Turkish journal of trauma & emergency surgery : TJTES,Ulusal travma ve acil cerrahi dergisi = Turkish journal of trauma & emergency surgery : TJTES
journal_Gastrointestinal endoscopy clinics of North America,Gastrointestinal endoscopy clinics of North America
journal_Journal of academic ophthalmology (2017),Journal of academic ophthalmology (2017)
journal_Hematology. American Society of Hematology. Education Program,Hematology. American Society of Hematology. Education Program
journal_Medicinal research reviews,Medicinal research reviews
journal_Neurourology and urodynamics,Neurourology and urodynamics
journal_DNA repair,DNA repair
journal_Social science & medicine (1982),Social science & medicine (1982)
journal_Developmental biology,Developmental biology
journal_Synthetic biology and engineering,Synthetic biology and engineering
journal_Molecular reproduction and development,Molecular reproduction and development
journal_Clinical biochemistry,Clinical biochemistry
journal_Biofilm,Biofilm
"journal_Journal of stomatology, oral and maxillofacial surgery","Journal of stomatology, oral and maxillofacial surgery"
journal_JCO clinical cancer informatics,JCO clinical cancer informatics
journal_Frontiers in nephrology,Frontiers in nephrology
journal_Molecular neurodegeneration,Molecular neurodegeneration
"journal_Sleep science (Sao Paulo, Brazil)","Sleep science (Sao Paulo, Brazil)"
journal_Frontiers in genome editing,Frontiers in genome editing
journal_The journal of sexual medicine,The journal of sexual medicine
journal_Environmental health perspectives,Environmental health perspectives
journal_Clinical and experimental dental research,Clinical and experimental dental research
journal_Breast cancer research and treatment,Breast cancer research and treatment
journal_Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention,Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention
"journal_Clinical lymphoma, myeloma & leukemia","Clinical lymphoma, myeloma & leukemia"
journal_Information processing in medical imaging : proceedings of the ... conference,Information processing in medical imaging : proceedings of the ... conference
"journal_Advances in nutrition (Bethesda, Md.)","Advances in nutrition (Bethesda, Md.)"
journal_Reviews in medical virology,Reviews in medical virology
journal_Experimental gerontology,Experimental gerontology
journal_Transplant international : official journal of the European Society for Organ Transplantation,Transplant international : official journal of the European Society for Organ Transplantation
journal_FEMS microbes,FEMS microbes
journal_Cancer treatment reviews,Cancer treatment reviews
journal_International journal of general medicine,International journal of general medicine
journal_Asian journal of urology,Asian journal of urology
journal_The Indian journal of radiology & imaging,The Indian journal of radiology & imaging
journal_Iranian journal of public health,Iranian journal of public health
journal_Journal of craniovertebral junction & spine,Journal of craniovertebral junction & spine
journal_Transfusion,Transfusion
journal_Psychiatry research,Psychiatry research
journal_Frontiers in tropical diseases,Frontiers in tropical diseases
journal_Journal of cosmetic dermatology,Journal of cosmetic dermatology
journal_Thrombosis update,Thrombosis update
journal_Journal of molecular and cellular cardiology,Journal of molecular and cellular cardiology
journal_Journal of minimally invasive gynecology,Journal of minimally invasive gynecology
journal_JCI insight,JCI insight
journal_Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC,Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC
journal_Toxicology letters,Toxicology letters
journal_Techniques and innovations in gastrointestinal endoscopy,Techniques and innovations in gastrointestinal endoscopy
journal_Archives of physiology and biochemistry,Archives of physiology and biochemistry
journal_Trends in hearing,Trends in hearing
journal_Aging and disease,Aging and disease
